Fiscal Year,Requirement Title,Requirement Description,Office Symbol,New Requirement,Incumbent Contractor,Past Competition,Length of Performance,Target Award Fiscal Year Quarter,Estimated Value,Place of Performance,Point of Contact Name,Facility Security Clearance,NAICS Code,Estimated Value Lower,Estimated Value Upper
FY21,,PROFESSIONAL SERVICES TO SUPPORT IT TRAINING,FSI/SAIT,Recompete,Multiple Vendors,Set Aside,Base + 4 Option Periods (5yrs),Quarter 3 (Apr-Jun),>$20M and <$50M,USA,An Tran,,611420 - Computer Training,20000000.0,50000000.0
FY21,,"LANGUAGE SERVICES I.E. INSTRUCTORS, TESTERS, EXAMINERS, CURRICULUM DEVELOPERS",FSI/SLS,Recompete,Multiple Vendors,Set Aside,Base + 4 Option Periods (5yrs),Quarter 3 (Apr-Jun),>$100M and <$500M,USA,Jeanette Hilleary,,611630 - Language Schools,100000000.0,500000000.0
FY21,,APPROPRIATIONS LAW TRAINING ,FSI/SPAS/MTT,Recompete,Financial Voyages LLC,Set Aside,Base + 4 Option Periods (5yrs),Quarter 4 (Jul-Sep),>$250K and <$500K,USA,Bernard Steward,,611430 - Professional and Management Development Training,250000.0,500000.0
FY21,,HVAC TRAINING FOR DOS FACILITY MANAGEMENT PERSONNEL,FSI/SPAS/MTT,Recompete,NATIONAL ASSOCIATION OF POWER ENGINEERS DC,Competitive - Full and Open,Base + 4 Option Periods (5yrs),Quarter 2 (Jan-Mar),>$250K and <$500K,USA,Joseph Finnegan,,611430 - Professional and Management Development Training,250000.0,500000.0
FY21,,ELECTRICAL POWER GENERATION TRAINING FOR DOS FACILITY MANAGEMENT PERSONNEL,FSI/SPAS/MTT,Recompete,NATIONAL ASSOCIATION OF POWER ENGINEERS DC,Competitive - Full and Open,Base + 4 Option Periods (5yrs),Quarter 2 (Jan-Mar),>$250K and <$500K,USA,Joseph Finnegan,,611430 - Professional and Management Development Training,250000.0,500000.0
FY21,,BUILDING AUTOMATION SYSTEMS TRAINING FOR DOS FACILITY MANAGEMENT  PERSONNEL,FSI/SPAS/MTT,Recompete,Building Automation System Integrators,Competitive - Full and Open,Base + 4 Option Periods (5yrs),Quarter 2 (Jan-Mar),>$250K and <$500K,USA,Joseph Finnegan,,611430 - Professional and Management Development Training,250000.0,500000.0
FY21,,MEDIA TRAINING FOR PUBLIC DIPLOMACY,FSI/SPAS/PD,Recompete,Multiple Vendors,Set Aside,Base + 4 Option Periods (5yrs),Quarter 2 (Jan-Mar);#Quarter 3 (Apr-Jun),>$1M and <$5M,USA,Clare Ashley,,611430 - Professional and Management Development Training,1000000.0,5000000.0
FY21,,OFFICE SPACE AND EQUIPMENT,GEC,Recompete, Multiple Awardees,8(a) Competitive,More than 12 Months with varying option periods.,Quarter 1 (Oct-Dec);#Quarter 2 (Jan-Mar);#Quarter 3 (Apr-Jun);#Quarter 4 (Jul-Sep),>$250K and <$500K,USA,Daniel Gaush,,238290 - Other Building Equipment Contractors,250000.0,500000.0
FY21,,OFFICE SPACE AND EQUIPMENT,GEC,Recompete, Multiple Awardees,8(a) Competitive,More than 12 Months with varying option periods.,,>$1M and <$5M,USA,Daniel Gaush,,238290 - Other Building Equipment Contractors,1000000.0,5000000.0
FY21,,SOCIOLOGICAL RESEARCH AND DEVELOPMENT SERVICES I - IRAN,GEC,Recompete,Accenture,Set Aside,More than 12 Months with varying option periods.,,>$10M and <$20M,USA,Daniel Gaush,,541720 - Research and Development in the Social Sciences and Humanities,10000000.0,20000000.0
FY21,,SOCIOLOGICAL RESEARCH AND DEVELOPMENT SERVICES II - RUSSIA,GEC,Recompete,Accenture,Set Aside,More than 12 Months with varying option periods.,,>$10M and <$20M,USA,Daniel Gaush,,541720 - Research and Development in the Social Sciences and Humanities,10000000.0,20000000.0
FY21,,SOCIOLOGICAL RESEARCH AND DEVELOPMENT SERVICES III - CHINA,GEC,Recompete,Accenture,Set Aside,More than 12 Months with varying option periods.,,>$10M and <$20M,USA,Daniel Gaush,,541720 - Research and Development in the Social Sciences and Humanities,10000000.0,20000000.0
FY21,,SOCIOLOGICAL RESEARCH AND DEVELOPMENT SERVICES IV - CT,GEC,Recompete,Accenture,Set Aside,More than 12 Months with varying option periods.,,>$5M and <$10M,USA,Daniel Gaush,,541720 - Research and Development in the Social Sciences and Humanities,5000000.0,10000000.0
FY21,,SOCIOLOGICAL RESEARCH AND DEVELOPMENT SERVICES V - TET,GEC,Recompete,Accenture,Set Aside,More than 12 Months with varying option periods.,,>$5M and <$10M,USA,Daniel Gaush,,541720 - Research and Development in the Social Sciences and Humanities,5000000.0,10000000.0
FY21,,SOCIOLOGICAL RESEARCH AND DEVELOPMENT SERVICES VI - A & R,GEC,Recompete,Accenture,Set Aside,More than 12 Months with varying option periods.,,>$20M and <$50M,USA,Daniel Gaush,,541720 - Research and Development in the Social Sciences and Humanities,20000000.0,50000000.0
FY21,,SOCIOLOGICAL RESEARCH AND DEVELOPMENT SERVICES VII - PPO & I2C2,GEC,Recompete,Accenture,Set Aside,More than 12 Months with varying option periods.,,>$500K and <$1M,USA,Daniel Gaush,,541720 - Research and Development in the Social Sciences and Humanities,500000.0,1000000.0
FY21,,PROFESSIONAL SERVICES - CONTRACTORS TPC PLUS SERVICE,GEC,Recompete,TPC Plus Service,8(a) Competitive,More than 12 Months with varying option periods.,,>$10M and <$20M,MULTIPLE,Angela Wunderli  or Sanford Crenshaw,,"541990 - All Other Professional, Scientific, and Technical Services",10000000.0,20000000.0
FY21,,ADMINISTRATIVE COSTS - PERSONNEL PLUS FUTURE CONTRACTORS,GEC,Recompete,Multiple Awardees,8(a) Competitive,More than 12 Months with varying option periods.,,>$10M and <$20M,USA,Daniel Gaush,,561110 - Office Administrative Services,10000000.0,20000000.0
FY21,,RESOURCES - ADMINISTRATIVE,GEC,Recompete,Multiple Awardees,8(a) Competitive,More than 12 Months with varying option periods.,,>$5M and <$10M,USA,Daniel Gaush,,561110 - Office Administrative Services,5000000.0,10000000.0
FY21,,TESTING EQUIPMENT - TOMOGRAPHY,GP,New,,Sole Source,Base Option Period (1yr),Quarter 1 (Oct-Dec),>$500K and <$1M,USA,Aaron Bui,,519190 - All Other Information Services,500000.0,1000000.0
FY21,,OVERSEAS APPLICATION DEVELOPMENT,GTM/EX/OTS,Recompete,Geneva,Competitive - Full and Open,Base + 4 Option Periods (5yrs),Quarter 3 (Apr-Jun),>$10M and <$20M,USA,Stacie C. Black,,541512 - Computer Systems Design Services,10000000.0,20000000.0
FY21,,SHAREPOINT DEVELOPMENT,GTM/EX/OTS,Recompete,MetroStar Systems,Sole Source,Base + 3 Option Periods (4yrs),Quarter 1 (Oct-Dec);#Quarter 2 (Jan-Mar),>$1M and <$5M,USA,Stacie C. Black,,541512 - Computer Systems Design Services,1000000.0,5000000.0
FY21,,INTEGRATED PERSONNEL MANAGEMENT SYSTEM (IPMS) HELP DESK,GTM/EX/OTS,New,Various,New Procurement,Base + 4 Option Periods (5yrs),Quarter 2 (Jan-Mar);#Quarter 3 (Apr-Jun),>$20M and <$50M,USA,,,541519 - Other Computer Related Services,20000000.0,50000000.0
FY21,,COMPENSATION SURVEYS,GTM/OE,Recompete,Birches,Competitive - Full and Open,Base + 4 Option Periods (5yrs),Quarter 3 (Apr-Jun),>$500K and <$1M,USA,Stacie C. Black,,541612 - Human Resources Consulting Services,500000.0,1000000.0
FY21,,COMPENSATION REPORTS,GTM/OE,Recompete,Korn/Ferry,Competitive - Full and Open,Base + 4 Option Periods (5yrs),Quarter 3 (Apr-Jun),>$1M and <$5M,USA,Stacie C. Black,,541612 - Human Resources Consulting Services,1000000.0,5000000.0
FY21,,COMPENSATION REPORTS,GTM/OE,Recompete,Muscogee,Competitive - Full and Open,Base + 4 Option Periods (5yrs),Quarter 3 (Apr-Jun),>$1M and <$5M,USA,Stacie C. Black,,541612 - Human Resources Consulting Services,1000000.0,5000000.0
FY21,,LOCAL STAFF HEALTH AND LIFE INSURANCE,HR,Recompete,MetLife,Competitive - Full and Open,Base + 4 Option Periods (5yrs),Quarter 2 (Jan-Mar),>$5M and <$10M,EGYPT,Karem Ortuzar,,524114 - Direct Health and Medical Insurance Carriers,5000000.0,10000000.0
FY21,,EP2 CONSTRUCTION/ COMPENSATION - CANCELLED FUNDS,INL/AME,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,LEBANON,Amy Kara,,236220 - Commercial and Institutional Building Construction,250000.0,500000.0
FY21,,CORRECTIONS ADVISOR,INL/AME,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,LEBANON,Amy Kara,,922140 - Correctional Institutions,250000.0,500000.0
FY21,,SIMULATOR TO INTEGRATE WITH LEEP FIREARMS TRAINING PROGRAM AT NATIONAL POLICE ACADEMY,INL/AME,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,MOROCCO,Amy Kara,,922120 - Police Protection,250000.0,500000.0
FY21,,TRANSFORMER AND GENERATOR FOR EP2 CONSTRUCTION,INL/AME,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,LEBANON,Amy Kara,,335999 - All Other Miscellaneous Electrical Equipment and Component Manufacturing,500000.0,1000000.0
FY21,,STRATEGIC COMMUNICATIONS AND OUTREACH FOR EXPANDED POLICE PROGRAM,INL/AME,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,LEBANON,Amy Kara,,928120 - International Affairs,500000.0,1000000.0
FY21,,RADIO COMMUNICATIONS EQUIPMENT TO SUPPORT TPU DEPLOYMENT OF NIGERIA POLICE FORCE IN NORTH EAST NIGERIA.,INL/AME,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,NIGERIA,Amy Kara,,334310 - Audio and Video Equipment Manufacturing,500000.0,1000000.0
FY21,,NEW LEASE FOR REGIONAL TRAINING CENTER FACILITY.,INL/AME,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,GHANA,Amy Kara,,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),500000.0,1000000.0
FY21,,OVERHEAD PROTECTION OF ARAMOUN OUTDOOR SHOOTING RANGE,INL/AME,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,LEBANON,Amy Kara,,236220 - Commercial and Institutional Building Construction,500000.0,1000000.0
FY21,,BIOMETRICS OPERATION & MAINTENANCE,INL/AME,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,LEBANON,Amy Kara,,511210 - Software Publishers,500000.0,1000000.0
FY21,,BIOMETRICS LINK WITH MOI,INL/AME,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,LEBANON,Amy Kara,,511210 - Software Publishers,500000.0,1000000.0
FY21,,LAW ENFORCEMENT LEADERSHIP TRAINING,INL/AME,New,TBD,New Procurement,1-5 years,,>$1M and <$5M,LEBANON,Amy Kara,,922120 - Police Protection,1000000.0,5000000.0
FY21,,"OPTION YEARS FOR 1 PSC POLICE ADVISOR, 1 TPC JUSTICE ADVISOR, AND 1 RADIO NETWORK ADVISOR",INL/AME,New,TBD,New Procurement,1-5 years,,>$1M and <$5M,LIBERIA,WuYE@state.gov,,"541990 - All Other Professional, Scientific, and Technical Services",1000000.0,5000000.0
FY21,,EXPANSION OF A SECOND YEAR OF A CORRECTIONS PROJECT,INL/AME,New,TBD,New Procurement,1-5 years,,>$1M and <$5M,LIBERIA,WuYE@state.gov,,"541990 - All Other Professional, Scientific, and Technical Services",1000000.0,5000000.0
FY21,,BIH PSC EMBED POSITION IN STATE INVESTIGATION AND PROTECTION AGENCY,INL/EA,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,BOSNIA AND HERZEGOVINA,Amy Kara,,922120 - Police Protection,250000.0,500000.0
FY21,,"SENIOR ANTICORRUPTION ADVISOR, SECOND YEAR CONTRACT",INL/EA,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,BOSNIA AND HERZEGOVINA,Amy Kara,,922130 - Legal Counsel and Prosecution,250000.0,500000.0
FY21,,POST ANTICIPATES PROCURING 500 WEAPON STORAGE CABINETS,INL/EA,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,UKRAINE,VoznyukT@state.gov,,332510 - Hardware Manufacturing,250000.0,500000.0
FY21,,"THE COMMUNITY POLICING ADVISOR, SUPPORTS POST’S FIRST PRIORITY IN THE “IMPLEMENTATION OF A TOP-TO-BOTTOM COMPREHENSIVE REFORM OF TAJIKISTAN’S SECURITY SERVICES,” AND SIXTH PRIORITY, “ENCOURAGE EXPANSION OF DEMOCRACY.”  CP TARGETS PROBLEMS OF POLICE REFORM",INL/EA,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,TAJIKISTAN,Amy Kara,,922120 - Police Protection,250000.0,500000.0
FY21,,POST ANTICIPATES PROCURING 25 NIGHT VISION BINOCULARS,INL/EA,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,UKRAINE,VoznyukT@state.gov,,333314 - Optical Instrument and Lens Manufacturing,250000.0,500000.0
FY21,,WALK-THROUGH METAL DETECTORS FOR ALL KOSOVO CORRECTIONAL FACILITIES IN KOSOVO,INL/EA,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,KOSOVO,Amy Kara,,334519 - Other Measuring and Controlling Device Manufacturing,250000.0,500000.0
FY21,,THE CORRECTIONS ADVISOR WILL DEVELOP AND MANAGE CORRECTIONS ASSISTANCE IN THE COUNTRY IN COORDINATION WITH INL OFFICE AND WILL LIAISE WITH OTHER EMBASSY OFFICES AND HOST GOVERNMENT AGENCIES ACTIVE IN THE CORRECTIONS SECTOR. THE ADVISOR WILL MONITOR INL AS,INL/EA,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,NORTH MACEDONIA,Amy Kara,,541612 - Human Resources Consulting Services,250000.0,500000.0
FY21,,NEWLY HIRED ANTI-CORRUPTION ADVISOR TO ARRIVE TO POST IN THE END OF 2020,INL/EA,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,ARMENIA,Amy Kara,,"541990 - All Other Professional, Scientific, and Technical Services",250000.0,500000.0
FY21,,2 PCS. HANDHELD X-RAY IMAGER HBI-120.,INL/EA,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,KOSOVO,Amy Kara,,334519 - Other Measuring and Controlling Device Manufacturing,250000.0,500000.0
FY21,,NVD: POST IS GOING TO PRCURE 20 NIGHT VISION BINOCULARS,INL/EA,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,UKRAINE,VoznyukT@state.gov,,333314 - Optical Instrument and Lens Manufacturing,250000.0,500000.0
FY21,,"IT EQUIPMENT: POST ANTICIPATES TO PROCURE UP TO 100 TABLETS, CELL PHONES, RECORDERS, AND OTHER IT DEVICES",INL/EA,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,UKRAINE,VoznyukT@state.gov,,334118 - Computer Terminal and Other Computer Peripheral Equipment Manufacturing,250000.0,500000.0
FY21,,EQUIPMENT FOR STATE BORDER POLICE,INL/EA,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,BOSNIA AND HERZEGOVINA,Amy Kara,,922120 - Police Protection,250000.0,500000.0
FY21,,"21-FT DUAL MOTOR ALUMINUM RIVERINE VESSEL, TRAILER, DELIVERY, 2-3 YEAR REPAIR COVERAGE, WARRANTY AND EXTRA PARTS",INL/EA,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,LAOS,Amy Kara,,336111 - Automobile Manufacturing,250000.0,500000.0
FY21,,EXTENSION OF THE CONTRACT WITH SENIOR JUSTICE ADVISOR/ JUSTICE REFORM PROJECT,INL/EA,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,MOLDOVA,Amy Kara,,541199 - All Other Legal Services,250000.0,500000.0
FY21,,EXTENSION OF THE CONTRACT WITH THE SENIOR LAW ENFORCEMENT ADVISOR/ LAW ENFORCEMENT CAPACITY DEVELOPMENT PROJECT,INL/EA,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,MOLDOVA,Amy Kara,,541199 - All Other Legal Services,250000.0,500000.0
FY21,,PROCUREMENT OF DUTY UNIFORMS FOR PATROL POLICE,INL/EA,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,ARMENIA,Amy Kara,,448110 - Men's Clothing Stores,500000.0,1000000.0
FY21,,TECHNICAL EQUIPMENT FOR CRIMINAL INTELLIGENCE UNIT FOR CANTON SARAJEVO POLICE,INL/EA,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,BOSNIA AND HERZEGOVINA,Amy Kara,,922120 - Police Protection,500000.0,1000000.0
FY21,,"SERVERS, COMPUTERS, OTHER HARDWARE AND SOFTWARE FOR GPI INTRANET.",INL/EA,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,MOLDOVA,Amy Kara,,334111 - Electronic Computer Manufacturing,500000.0,1000000.0
FY21,,FUNDS PROVIDED TO UNDP TO IMPLEMENT A NEW  PROJECT AT NIJ (NATIONAL INSTITUTE OF JUSTICE)/ JUSTICE SECTOR REFORM PROJECT,INL/EA,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,MOLDOVA,Amy Kara,,"922190 - Other Justice, Public Order, and Safety Activities",500000.0,1000000.0
FY21,,UNIFORM: POST ANTICIPATES PROCURING UP TO 500 SETS,INL/EA,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,UKRAINE,VoznyukT@state.gov,,315210 - Cut and Sew Apparel Contractors,500000.0,1000000.0
FY21,,POST ANTICIPATES PROCURING NEW UNIFORM FOR VETTED CUSTOMS OFFICERS,INL/EA,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,UKRAINE,VoznyukT@state.gov,,315210 - Cut and Sew Apparel Contractors,500000.0,1000000.0
FY21,,KORD GYM: POST IS GOING TO INSTALL A MODULAR GYM,INL/EA,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,UKRAINE,VoznyukT@state.gov,,713940 - Fitness and Recreational Sports Centers,500000.0,1000000.0
FY21,,"ABOUT 300 BODY-WORN CAMERAS, FIVE INDIVIDUAL SERVER/STORAGE SYSTEMS AND ONE CENTRAL STORAGE SOLUTION WILL BE PROVIDED FOR THE TRAFFIC POLICE UNITS IN FIVE POLICE DEPARTMENTS IN THE NORTH MACEDONIA MINISTRY OF INTERIOR AS PART OF THE ANTI-CORRUPTION FOCUSE",INL/EA,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,NORTH MACEDONIA,Amy Kara,,423410 - Photographic Equipment and Supplies Merchant Wholesalers,500000.0,1000000.0
FY21,,VEHICLES: POST ANTICIPATES PROCURING 5 UP-ARMORED VANS,INL/EA,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,UKRAINE,VoznyukT@state.gov,,441222 - Boat Dealers,500000.0,1000000.0
FY21,,"OPDAT RLA WILL PROVIDE MENTORING, TRAINING AND EXPERT SUPPORT TO ANTI-CORRUPTION INSTITUTIONS AND CRIMINAL JUSTICE PRACTITIONERS",INL/EA,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,UKRAINE,VoznyukT@state.gov,,541611 - Administrative Management and General Management Consulting Services,500000.0,1000000.0
FY21,,UKRAINIAN NGO WILL PROVIDE TRAINING FOR PROSECUTORS AND DEFENSE ATTORNEYS IN ORDER TO STRENGTHENS LEGAL ETHICS AND RULE OF LAW IN UKRAINE,INL/EA,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,UKRAINE,VoznyukT@state.gov,,541611 - Administrative Management and General Management Consulting Services,500000.0,1000000.0
FY21,,IT IS 3 SETS OF BOAT AND TRAILER FOR ROYAL THAI MARINE POLICE.,INL/EA,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,THAILAND,RohlfsBQ@state.gov,,"922190 - Other Justice, Public Order, and Safety Activities",500000.0,1000000.0
FY21,,3 SETS OF BOAT AND TRAILER FOR MARINE POLICE.  (PREVIOUS SUBMISSION WAS WITH INCORRECT CODE #922190. PLS. DISREGARD EARLIER ENTRY. ),INL/EA,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,THAILAND,RohlfsBQ@state.gov,,928120 - International Affairs,500000.0,1000000.0
FY21,,VEHICLES: POST ANTICIPATES TO PROCURE 25 VEHICLES FOR THE PP MONITORING UNIT,INL/EA,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,UKRAINE,VoznyukT@state.gov,,441222 - Boat Dealers,500000.0,1000000.0
FY21,,"GAS CHROMATOGRAPHY-MASS SPECTROMETER IS INTENDED FOR THE DETERMINATION AND ANALYSIS OF NARCOTIC DRUGS, PSYCHOTROPIC SUBSTANCES AND PRECURSORS.",INL/EA,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,UZBEKISTAN,SingerRC@state.gov,,334516 - Analytical Laboratory Instrument Manufacturing,500000.0,1000000.0
FY21,,"THE KOSOVO POLICE REQUEST U.S ASSISTANCE IN OBTAINING 2 ANTI-DRONES AND 4 LARGE DRONES THAT ARE MORE DURABLE, CAN CARRY HEAVIER LOADS AND CAN STAY IN THE AIR FOR 2+ HOURS. A ROGUE DRONE WAS RECENTLY FLOWN OVER A CROWDED FOOTBALL STADIUM IN KOSOVO PULLING ",INL/EA,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,KOSOVO,Amy Kara,,336411 - Aircraft Manufacturing,500000.0,1000000.0
FY21,,INL DRUGS DASHBOARD,INL/KM,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,USA,Amy Kara,,928110 - National Security,250000.0,500000.0
FY21,,EXERCISE OPTION YEAR FOR THIRD PARTY CONTRACT FOR INL/KM/CET/SLP SENIOR TRAINING ADVISOR,INL/KM,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,USA,Amy Kara,,921190 - Other General Government Support,250000.0,500000.0
FY21,,DL COURSE UPDATE,INL/KM,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,USA,Amy Kara,,928120 - International Affairs,250000.0,500000.0
FY21,,ISD SPECIALIST,INL/KM,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,USA,Amy Kara,,928120 - International Affairs,250000.0,500000.0
FY21,,INCREASE THE CAPACITY OF THE NATIONAL DRUG OBSERVATORY FOR MONITORING DRUG USE TRENDS,INL/KM,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,USA,Amy Kara,,921110 - Executive Offices,250000.0,500000.0
FY21,,"THE ONLINE LEARNING MANAGEMENT SYSTEM WILL SUPPORT TRAINING TRACKING, CURRICULA STORAGE, AND TRAINING MONITORING AND EVALUATION FOR INTERNAL TRAINING FOR STAFF OF THE BUREAU OF INTERNATIONAL NARCOTICS AND LAW ENFORCEMENT AFFAIRS AT THE U.S. DEPARTMENT OF ",INL/KM,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,USA,Amy Kara,,928120 - International Affairs,500000.0,1000000.0
FY21,,ONE CENTRALLY FUNDED INL EVALUATION,INL/KM,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,USA,Amy Kara,,928120 - International Affairs,500000.0,1000000.0
FY21,,EXPAND RESEARCH QUESTIONS WITH THE ACADEMY TO JUSTICE/CORRECTIONS,INL/KM,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,USA,Amy Kara,,928120 - International Affairs,500000.0,1000000.0
FY21,,SENIOR POLICE ADVISORS (3),INL/KM,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,USA,Amy Kara,,928120 - International Affairs,500000.0,1000000.0
FY21,,STRATEGIC PARTNERSHIP COOPERATIVE AGREEMENTS,INL/KM,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,USA,Amy Kara,,928120 - International Affairs,500000.0,1000000.0
FY21,,SOLE SOURCE AWARD TO EXPAND THE EXISTING ILEA GLOBAL NETWORK TO INCLUDE STATE AND LOCAL PARTNERSHIP TRAINING.,INL/KM,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,USA,Amy Kara,,541512 - Computer Systems Design Services,500000.0,1000000.0
FY21,,"DEFINING AND CATALOGING A ""GOOD PRACTICE""",INL/KM,New,TBD,New Procurement,1-5 years,,>$500K and <$1M,USA,Amy Kara,,928120 - International Affairs,500000.0,1000000.0
FY21,,PSC - INL PROGRAM COORDINATOR,INL/WHP,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,BARBADOS,Amy Kara,,"541990 - All Other Professional, Scientific, and Technical Services",250000.0,500000.0
FY21,,VIRS - VIDEO IMAGE RECORDING SYSTEM FOR (CAN-BOGOTA-SOFIA). THE OPERATIONAL COMMANDER IS CACOM-7.,INL/WHP,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,COLOMBIA,AcostaNI@state.gov,,334310 - Audio and Video Equipment Manufacturing,250000.0,500000.0
FY21,,"THROUGH VISITS AND STUDIES CARRIED OUT AT THE SNG STATION IN PUERTO MORA, IT WAS DETERMINED THAT IT DOES NOT HAVE OPERATIONS TASKS IN THE PACIFIC REGION. HENCE, IT IS RECOMMENDED IN COLLABORATION TO RELOCATE THIS STATION TO THE MURCIELAGO BASE, WITH THE N",INL/WHP,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,COSTA RICA,Amy Kara,,238310 - Drywall and Insulation Contractors,250000.0,500000.0
FY21,,IO UNODC HUMAN TRAFFICKING,INL/WHP,New,TBD,New Procurement,1-5 years,,>$250K and <$500K,EL SALVADOR,Amy Kara,,541690 - Other Scientific and Technical Consulting Services,250000.0,500000.0
